1455.62,QQQ,SOXX,TQQQ,SOXL,TECL,SGOV
2021-01-15,311.86,135.36,22.17,,37.94,100.01
2021-01-19,316.41,140.0,23.13,,39.42,100.01
2021-01-20,323.77,139.5,24.75,,41.75,100.01
2021-01-21,326.36,141.52,25.36,,43.32,100.01
2021-01-22,325.42,139.12,25.13,,42.81,100.01
2021-01-25,328.11,139.32,25.83,,43.97,100.02
2021-01-26,328.59,137.05,25.85,,44.03,100.02
2021-01-27,319.43,129.94,23.77,,41.54,100.02
2021-01-28,321.32,132.79,24.12,,42.08,100.02
2021-01-29,314.56,130.47,22.62,,39.08,100.02
2021-02-01,322.42,135.63,24.28,,42.01,100.01
2021-02-02,327.68,137.83,25.45,,43.67,100.01
2021-02-03,326.38,135.03,25.16,,43.28,100.01
2021-02-04,330.24,136.13,26.05,,45.21,100.01
2021-02-05,331.36,135.2,26.33,,45.0,100.01
2021-02-08,333.58,139.26,26.84,,46.39,100.01
2021-02-09,333.51,138.85,26.83,,46.19,100.01
2021-02-10,332.75,139.12,26.64,,45.97,100.01
2021-02-11,334.58,143.94,27.07,,47.51,100.01
2021-02-12,336.45,145.72,27.53,,48.27,100.01
2021-02-16,335.54,146.45,27.3,,47.88,100.01
2021-02-17,333.93,143.94,26.92,,46.48,100.01
2021-02-18,332.47,142.46,26.56,,45.87,100.01
2021-02-19,331.02,145.9,26.2,,45.58,100.01
2021-02-22,322.44,140.61,24.17,,42.64,100.01
2021-02-23,321.48,139.55,23.96,,42.27,100.01
2021-02-24,324.13,144.08,24.54,,44.21,100.02
2021-02-25,312.83,135.87,21.98,,39.6,100.01
2021-02-26,314.14,138.97,22.31,,40.24,100.01
2021-03-01,323.59,143.4,24.25,,43.91,100.03
2021-03-02,318.4,139.1,23.09,,41.86,100.03
2021-03-03,309.16,134.84,21.08,,38.73,100.01
2021-03-04,304.1,128.35,20.04,,36.2,100.02
2021-03-05,308.68,132.2,20.94,,38.27,100.02
2021-03-08,299.94,125.07,19.15,,35.5,100.02
2021-03-09,311.77,132.84,21.41,,39.06,100.01
2021-03-10,310.88,130.33,21.22,,38.59,100.02
2021-03-11,318.04,135.82,22.69,,41.04,100.01
2021-03-12,315.46,134.39,22.13,,40.2,100.01
2021-03-15,318.83,137.22,22.84,,41.49,100.02
2021-03-16,320.58,138.99,23.21,,42.47,100.03
2021-03-17,321.9,140.74,23.5,,42.4,100.03
2021-03-18,312.04,134.92,21.35,,38.81,100.02
2021-03-19,313.14,136.59,21.62,,38.33,100.03
2021-03-22,318.61,139.48,22.77,,40.66,100.02
2021-03-23,317.22,135.81,22.48,,39.88,100.03
2021-03-24,311.87,133.95,21.34,,38.44,100.03
2021-03-25,311.33,133.84,21.23,,38.4,100.02
2021-03-26,316.0,140.44,22.16,,41.29,100.03
2021-03-29,315.91,138.29,22.15,,40.62,100.01
2021-03-30,314.32,137.96,21.83,,39.64,100.03
2021-03-31,319.13,141.33,22.82,,41.32,100.01
2021-04-01,324.57,146.53,23.98,,43.78,100.03
2021-04-05,331.05,149.48,25.42,,46.49,100.02
2021-04-06,330.82,147.81,25.35,,45.99,100.03
2021-04-07,331.62,147.72,25.54,,46.74,100.02
2021-04-08,335.08,149.4,26.34,,48.76,100.03
2021-04-09,337.11,148.93,26.82,,50.11,100.02
2021-04-12,336.67,147.33,26.71,,49.48,100.02
2021-04-13,340.6,147.1,27.63,,50.85,100.03
2021-04-14,336.51,145.48,26.66,,49.16,100.03
2021-04-15,341.61,147.92,27.83,,51.74,100.03
2021-04-16,342.01,147.23,27.95,,51.69,100.03
2021-04-19,338.88,143.36,27.19,,50.35,100.03
2021-04-20,336.41,141.31,26.59,,49.05,100.03
2021-04-21,339.29,145.02,27.27,,50.51,100.02
2021-04-22,335.2,141.86,26.27,,48.77,100.03
2021-04-23,339.42,144.45,27.26,,50.83,100.03
2021-04-26,341.63,147.1,27.81,,51.73,100.02
2021-04-27,340.15,145.99,27.44,,51.31,100.02
2021-04-28,339.0,143.78,27.16,,49.88,100.03
2021-04-29,340.22,144.71,27.43,,49.77,100.03
2021-04-30,337.99,140.68,26.92,,47.75,100.03
2021-05-03,336.19,139.21,26.48,,47.33,100.03
2021-05-04,330.14,136.87,25.08,,44.72,100.02
2021-05-05,329.03,137.72,24.79,,44.43,100.03
2021-05-06,331.51,138.85,25.33,,45.78,100.03
2021-05-07,334.2,140.76,25.95,,46.86,100.02
2021-05-10,325.76,134.5,24.0,,43.4,100.03
2021-05-11,325.31,134.68,23.88,,43.04,100.02
2021-05-12,316.89,129.19,22.06,,39.37,100.03
2021-05-13,319.34,130.84,22.53,,40.92,100.02
2021-05-14,326.39,134.89,23.99,,43.58,100.03
2021-05-17,324.41,133.71,23.59,,42.62,100.02
2021-05-18,322.22,132.64,23.09,,41.6,100.03
2021-05-19,322.59,135.22,23.18,,42.03,100.02
2021-05-20,328.83,138.78,24.52,,44.42,100.02
2021-05-21,327.01,138.01,24.11,,43.7,100.02
2021-05-24,332.51,141.5,25.32,,45.99,100.03
2021-05-25,332.97,141.92,25.44,,46.12,100.03
2021-05-26,334.13,142.3,25.7,,46.1,100.03
2021-05-27,332.88,142.9,25.4,,45.35,100.02
2021-05-28,333.93,144.23,25.65,,45.78,100.03
2021-06-01,332.82,143.82,25.4,,45.13,100.03
2021-06-02,333.47,144.7,25.53,,46.0,100.03
2021-06-03,330.0,142.21,24.73,,44.74,100.02
2021-06-04,335.6,145.67,26.0,,47.28,100.02
2021-06-07,336.6,144.53,26.23,,47.28,100.02
2021-06-08,336.76,143.71,26.25,,47.33,100.03
2021-06-09,336.84,143.0,26.28,,47.41,100.03
2021-06-10,340.35,144.47,27.09,,48.48,100.03
2021-06-11,341.24,145.2,27.31,,49.28,100.03
2021-06-14,344.51,147.26,28.07,,50.84,100.03
2021-06-15,342.26,146.06,27.55,,49.88,100.03
2021-06-16,341.01,144.68,27.25,,49.05,100.03
2021-06-17,345.34,146.24,28.27,,50.8,100.02
2021-06-18,342.63,142.74,27.6,,49.32,100.01
2021-06-21,344.36,143.27,28.1,,50.95,100.01
2021-06-22,347.57,143.95,28.89,,52.31,100.03
2021-06-23,347.74,144.55,28.94,,52.08,100.02
2021-06-24,349.89,147.0,29.47,,53.13,100.02
2021-06-25,349.46,146.6,29.38,,52.98,100.03
2021-06-28,353.71,150.1,30.42,,54.62,100.02
2021-06-29,354.99,151.28,30.76,,55.78,100.03
2021-06-30,354.43,151.41,30.62,,55.62,100.03
2021-07-01,354.57,149.24,30.64,,55.78,100.02
2021-07-02,358.64,150.15,31.68,,58.13,100.02
2021-07-06,360.19,149.89,32.1,,58.75,100.03
2021-07-07,360.95,147.62,32.31,,59.68,100.02
2021-07-08,358.77,145.72,31.75,,58.02,100.02
2021-07-09,361.01,148.1,32.29,,59.58,100.02
2021-07-12,362.42,150.0,32.69,,59.71,100.02
2021-07-13,362.42,149.4,32.67,,60.53,100.03
2021-07-14,363.07,148.71,32.85,,61.88,100.02
2021-07-15,360.52,145.41,32.17,,60.27,100.02
2021-07-16,357.6,142.25,31.38,,58.45,100.03
2021-07-19,354.67,142.11,30.63,,56.1,100.03
2021-07-20,358.79,144.04,31.64,,58.5,100.02
2021-07-21,361.56,148.47,32.36,,60.23,100.03
2021-07-22,363.95,147.59,33.04,,61.56,100.03
2021-07-23,368.2,148.34,34.14,,63.33,100.03
2021-07-26,368.49,148.39,34.28,,63.28,100.02
2021-07-27,364.43,145.67,33.16,,61.46,100.03
2021-07-28,365.83,148.05,33.53,,61.17,100.03
2021-07-29,366.48,151.07,33.69,,62.09,100.03
2021-07-30,364.57,152.3,33.19,,61.96,100.03
2021-08-02,364.6,153.27,33.17,,61.22,100.01
2021-08-03,366.81,154.43,33.75,,62.48,100.03
2021-08-04,367.34,156.01,33.92,,62.82,100.03
2021-08-05,369.67,156.03,34.56,,63.9,100.03
2021-08-06,368.05,155.26,34.11,,63.68,100.03
2021-08-09,368.73,154.73,34.29,,63.07,100.02
2021-08-10,366.84,152.93,33.78,,61.69,100.02
2021-08-11,366.21,152.41,33.6,,61.71,100.02
2021-08-12,367.53,150.77,33.94,,62.78,100.01
2021-08-13,368.82,151.72,34.28,,63.85,100.03
2021-08-16,368.98,151.16,34.35,,64.69,100.03
2021-08-17,365.73,148.23,33.44,,63.02,100.01
2021-08-18,362.21,146.27,32.47,,60.44,100.03
2021-08-19,363.96,147.47,32.93,,62.23,100.02
2021-08-20,367.73,148.58,33.95,,64.63,100.03
2021-08-23,373.23,152.76,35.46,,67.09,100.02
2021-08-24,374.37,152.76,35.81,,66.89,100.03
2021-08-25,374.8,153.92,35.85,,66.73,100.02
2021-08-26,372.42,154.07,35.24,,65.48,100.03
2021-08-27,376.04,157.01,36.28,,67.31,100.03
2021-08-30,380.26,157.32,37.48,,69.5,100.03
2021-08-31,379.95,156.06,37.37,,68.47,100.03
2021-09-01,380.58,155.21,37.58,,68.47,100.03
2021-09-02,380.4,155.79,37.53,,68.35,100.02
2021-09-03,381.57,156.96,37.86,,69.15,100.03
2021-09-07,382.11,156.38,38.02,,69.17,100.03
2021-09-08,380.78,154.38,37.63,,68.31,100.03
2021-09-09,379.47,154.92,37.22,,67.47,100.02
2021-09-10,376.59,156.15,36.39,,65.54,100.03
2021-09-13,376.33,157.65,36.31,,65.56,100.03
2021-09-14,375.26,157.66,35.99,,65.34,100.02
2021-09-15,378.05,158.56,36.79,,66.98,100.03
2021-09-16,378.31,158.87,36.86,,67.16,100.03
2021-09-17,373.83,156.33,35.56,,64.07,100.03
2021-09-20,365.7,152.46,33.37,,60.52,100.02
2021-09-21,366.15,152.91,33.42,,60.52,100.03
2021-09-22,369.57,156.09,34.39,,63.09,100.03
2021-09-23,372.98,158.17,35.35,,65.59,100.02
2021-09-24,373.33,157.6,35.45,,65.75,100.03
2021-09-27,370.35,157.22,34.59,,63.81,100.03
2021-09-28,359.87,151.07,31.71,,58.12,100.02
2021-09-29,359.28,148.68,31.5,,57.88,100.03
2021-09-30,357.96,148.62,31.14,,56.64,100.03
2021-10-01,360.18,148.72,31.71,,59.12,100.01
2021-10-04,352.62,144.89,29.76,,54.99,100.02
2021-10-05,357.38,147.08,30.91,,57.35,100.03
2021-10-06,359.67,147.66,31.51,,58.52,100.01
2021-10-07,362.97,149.38,32.37,,60.13,100.01
2021-10-08,361.16,147.85,31.87,,59.49,100.03
2021-10-11,358.39,146.86,31.16,,58.47,100.02
2021-10-12,357.14,145.03,30.84,,57.59,100.02
2021-10-13,360.0,145.87,31.57,,58.6,100.02
2021-10-14,366.63,150.39,33.31,,62.53,100.02
2021-10-15,368.94,151.4,33.93,,64.08,100.02
2021-10-18,372.65,152.62,34.94,,65.69,100.03
2021-10-19,375.47,154.49,35.71,,67.57,100.02
2021-10-20,374.98,154.17,35.6,,67.04,100.02
2021-10-21,377.27,155.72,36.24,,67.8,100.03
2021-10-22,374.1,153.97,35.32,,67.1,100.03
2021-10-25,377.93,155.03,36.38,,67.82,100.01
2021-10-26,379.12,155.15,36.72,,68.37,100.02
2021-10-27,380.0,154.03,37.01,,68.09,100.01
2021-10-28,384.22,157.51,38.22,,70.09,100.01
2021-10-29,386.11,158.21,38.79,,71.06,100.02
2021-11-01,387.43,160.79,39.17,,71.03,100.02
2021-11-02,389.05,162.79,39.69,,72.72,100.03
2021-11-03,393.18,164.67,40.96,,73.99,100.03
2021-11-04,398.22,170.21,42.48,,77.4,100.02
2021-11-05,398.6,172.1,42.64,,78.46,100.02
2021-11-08,398.06,174.42,42.47,,79.83,100.03
2021-11-09,395.32,174.42,41.59,,78.89,100.02
2021-11-10,389.51,169.28,39.77,,74.86,100.03
2021-11-11,390.59,172.86,40.09,,76.06,100.02
2021-11-12,394.7,174.55,41.36,,78.76,100.02
2021-11-15,394.61,174.42,41.35,,78.52,100.02
2021-11-16,397.42,177.03,42.21,,80.96,100.01
2021-11-17,397.63,175.8,42.26,,80.21,100.02
2021-11-18,401.75,178.74,43.55,,82.53,100.02
2021-11-19,403.99,179.24,44.28,,84.48,100.02
2021-11-22,399.3,176.64,42.75,,81.66,100.02
2021-11-23,397.48,175.93,42.17,,81.09,100.03
2021-11-24,398.76,177.86,42.56,,82.78,100.03
2021-11-26,391.2,172.91,40.21,,76.63,100.02
2021-11-29,399.69,179.56,42.71,,82.26,100.03
2021-11-30,393.82,176.41,40.87,,80.22,100.02
2021-12-01,387.12,175.0,38.78,,76.87,100.01
2021-12-02,389.91,175.26,39.51,,79.01,100.01
2021-12-03,383.13,174.81,37.52,,75.02,100.02
2021-12-06,386.2,174.59,38.4,,77.28,100.02
2021-12-07,397.83,183.4,41.86,,85.26,100.02
2021-12-08,399.61,182.21,42.44,,86.42,100.01
2021-12-09,393.73,178.02,40.61,,83.34,100.02
2021-12-10,398.01,179.7,41.87,,88.45,100.03
2021-12-13,392.26,174.63,40.07,,84.34,100.03
2021-12-14,388.2,173.79,38.88,,80.22,100.02
2021-12-15,397.05,180.17,41.45,,86.56,100.02
2021-12-16,386.84,172.31,38.28,,79.25,100.03
2021-12-17,384.91,171.9,37.7,,77.58,100.02
2021-12-20,380.69,170.55,36.57,,74.87,100.01
2021-12-21,389.21,176.71,39.02,,80.46,100.02
2021-12-22,393.95,178.54,40.41,,83.72,100.02
2021-12-23,396.92,180.27,41.37,,85.05,100.03
2021-12-27,403.48,185.21,43.35,,90.5,100.02
2021-12-28,401.61,183.17,42.84,,89.08,100.02
2021-12-29,401.55,183.45,42.77,,89.28,100.01
2021-12-30,400.35,181.32,42.37,,87.55,100.01
2021-12-31,397.85,180.77,41.58,,86.23,100.03
2022-01-03,401.68,184.37,42.78,,88.68,100.02
2022-01-04,396.47,183.8,41.12,,85.87,100.01
2022-01-05,384.29,177.56,37.34,,77.97,100.01
2022-01-06,384.02,178.94,37.24,,76.74,100.02
2022-01-07,379.86,173.75,36.02,,74.49,100.03
2022-01-10,380.11,173.81,36.15,,74.64,100.02
2022-01-11,385.82,177.08,37.74,,77.37,100.02
2022-01-12,387.35,178.38,38.17,,78.36,100.02
2022-01-13,377.66,174.22,35.4,,72.4,100.01
2022-01-14,380.01,178.39,35.94,,74.12,100.03
2022-01-18,370.55,170.41,33.35,,68.79,100.03
2022-01-19,366.48,165.4,32.19,,65.94,100.03
2022-01-20,361.72,160.21,30.94,,63.3,100.02
2022-01-21,351.69,157.55,28.33,,59.57,100.02
2022-01-24,353.3,159.35,28.75,,60.5,100.01
2022-01-25,345.11,153.4,26.62,,56.32,100.02
2022-01-26,344.57,155.76,26.58,,57.25,100.03
2022-01-27,341.1,148.82,25.78,,56.15,100.02
2022-01-28,351.8,151.68,28.18,,63.39,100.03
2022-01-31,363.05,159.82,30.92,,68.33,100.03
2022-02-01,365.52,161.15,31.5,,68.75,100.03
2022-02-02,368.49,165.22,32.25,,70.4,100.02
2022-02-03,353.55,158.03,28.37,,64.23,100.02
2022-02-04,358.01,158.94,29.35,,65.0,100.02
2022-02-07,355.13,158.85,28.68,,63.65,100.03
2022-02-08,359.12,162.87,29.66,,66.06,100.02
2022-02-09,366.73,168.21,31.5,,70.4,100.03
2022-02-10,358.43,162.97,29.41,,64.91,100.02
2022-02-11,347.06,154.67,26.64,,59.0,100.01
2022-02-14,347.49,154.82,26.72,,58.98,100.02
2022-02-15,356.13,163.36,28.65,,63.53,100.02
2022-02-16,356.04,163.42,28.65,,63.28,100.03
2022-02-17,345.45,157.28,26.1,,57.63,100.03
2022-02-18,341.51,155.52,25.22,,55.86,100.03
2022-02-22,338.08,154.58,24.44,,54.33,100.02
2022-02-23,329.42,150.89,22.57,,50.27,100.03
2022-02-24,340.49,156.41,24.78,,55.3,100.02
2022-02-25,345.77,159.02,25.95,,57.65,100.03
2022-02-28,346.8,158.05,26.23,,57.33,100.03
2022-03-01,341.49,152.32,25.02,,53.89,100.03
2022-03-02,347.22,157.17,26.22,,57.37,100.02
2022-03-03,342.26,153.87,25.12,,55.25,100.03
2022-03-04,337.3,149.79,24.05,,52.39,100.03
2022-03-07,324.86,142.27,21.36,,46.69,100.03
2022-03-08,323.35,145.0,21.07,,45.99,100.03
2022-03-09,334.99,151.08,23.32,,51.47,100.02
2022-03-10,331.27,147.98,22.57,,48.68,100.03
2022-03-11,324.4,144.8,21.17,,46.12,100.03
2022-03-14,318.17,140.11,19.93,,43.5,100.03
2022-03-15,328.15,146.55,21.77,,47.88,100.02
2022-03-16,340.32,154.1,24.22,,52.63,100.03
2022-03-17,344.44,155.05,25.03,,53.7,100.03
2022-03-18,351.49,158.08,26.58,,56.91,100.03
2022-03-21,350.08,157.76,26.4,,56.66,100.03
2022-03-22,356.96,158.64,27.95,,59.07,100.04
2022-03-23,351.83,154.64,26.77,,56.35,100.04
2022-03-24,359.65,162.14,28.51,,60.74,100.04
2022-03-25,359.35,161.77,28.47,,60.58,100.03
2022-03-28,364.91,163.03,29.76,,62.89,100.03
2022-03-29,371.19,166.77,31.28,,66.74,100.04
2022-03-30,367.09,161.43,30.34,,64.04,100.05
2022-03-31,362.54,157.76,29.09,,61.44,100.05
2022-04-01,361.85,154.7,28.97,,60.71,100.03
2022-04-04,369.3,157.22,30.77,,64.18,100.03
2022-04-05,361.1,149.98,28.74,,60.09,100.02
2022-04-06,353.26,146.25,26.85,,55.55,100.03
2022-04-07,354.1,146.57,27.02,,56.19,100.03
2022-04-08,349.15,142.93,25.92,,53.68,100.03
2022-04-11,340.89,140.0,24.08,,49.65,100.03
2022-04-12,339.45,139.57,23.77,,49.03,100.03
2022-04-13,346.35,142.57,25.19,,51.28,100.04
2022-04-14,338.43,138.63,23.5,,47.59,100.04
2022-04-18,338.69,141.03,23.57,,48.04,100.04
2022-04-19,346.26,144.12,25.08,,50.73,100.04
2022-04-20,341.21,143.8,23.95,,50.6,100.04
2022-04-21,334.15,139.96,22.55,,48.03,100.04
2022-04-22,325.4,136.85,20.75,,43.97,100.04
2022-04-25,329.58,139.16,21.52,,45.95,100.04
2022-04-26,317.14,132.99,19.1,,40.91,100.05
2022-04-27,316.76,132.27,19.02,,42.66,100.05
2022-04-28,328.01,139.56,21.03,,47.76,100.06
2022-04-29,313.25,133.59,18.26,,41.88,100.06
2022-05-02,318.48,138.05,19.12,,43.8,100.03
2022-05-03,318.82,139.2,19.17,,43.94,100.03
2022-05-04,329.6,144.6,21.07,,48.53,100.03
2022-05-05,313.0,137.59,17.93,,41.64,100.04
2022-05-06,309.25,136.37,17.31,,40.54,100.04
2022-05-09,297.15,129.42,15.26,,35.87,100.04
2022-05-10,300.76,132.37,15.78,,37.46,100.04
2022-05-11,291.84,128.46,14.38,,33.88,100.04
2022-05-12,291.15,129.24,14.27,,32.83,100.04
2022-05-13,301.94,135.83,15.81,,36.15,100.04
2022-05-16,298.44,133.77,15.32,,35.12,100.04
2022-05-17,306.17,140.26,16.48,,38.14,100.05
2022-05-18,291.14,133.19,14.07,,32.99,100.05
2022-05-19,289.58,132.39,13.79,,31.85,100.06
2022-05-20,288.68,132.32,13.67,,32.01,100.05
2022-05-23,293.48,132.89,14.35,,34.27,100.07
2022-05-24,287.24,129.65,13.45,,32.69,100.07
2022-05-25,291.26,131.98,13.99,,33.82,100.07
2022-05-26,299.33,137.14,15.16,,36.28,100.08
2022-05-27,309.1,142.78,16.65,,39.94,100.08
2022-05-31,308.28,142.05,16.52,,39.13,100.08
2022-06-01,306.0,139.79,16.14,,38.73,100.04
2022-06-02,314.38,144.66,17.45,,41.49,100.05
2022-06-03,306.2,140.34,16.07,,38.52,100.05
2022-06-06,307.22,140.58,16.27,,38.5,100.04
2022-06-07,309.87,141.7,16.67,,39.94,100.04
2022-06-08,307.64,138.69,16.33,,38.55,100.04
2022-06-09,299.4,134.55,14.99,,35.46,100.05
2022-06-10,288.84,129.77,13.4,,31.38,100.05
2022-06-13,275.41,122.28,11.54,,27.24,100.04
2022-06-14,275.91,122.96,11.61,,27.7,100.04
2022-06-15,282.8,125.07,12.45,,29.44,100.04
2022-06-16,271.39,117.54,10.93,,25.9,100.06
2022-06-17,274.69,118.01,11.34,,26.54,100.07
2022-06-21,281.08,121.1,12.19,,28.54,100.09
2022-06-22,280.67,119.84,12.15,,28.23,100.08
2022-06-23,284.85,119.03,12.66,,29.45,100.09
2022-06-24,294.61,124.3,13.99,,32.62,100.07
2022-06-27,292.45,123.96,13.66,,31.95,100.09
2022-06-28,283.54,120.94,12.41,,29.09,100.09
2022-06-29,283.8,118.08,12.44,,29.25,100.1
2022-06-30,280.28,116.54,12.0,,28.07,100.12
2022-07-01,282.13,112.41,12.19,,28.24,100.04
2022-07-05,286.96,113.3,12.82,,29.3,100.05
2022-07-06,288.8,113.85,13.07,,30.07,100.05
2022-07-07,294.98,118.95,13.88,,31.91,100.06
2022-07-08,295.35,119.52,13.94,,31.99,100.06
2022-07-11,289.04,116.76,13.06,,30.64,100.06
2022-07-12,286.24,117.09,12.68,,29.38,100.05
2022-07-13,285.65,117.75,12.6,,29.15,100.04
2022-07-14,286.67,120.25,12.73,,29.91,100.07
2022-07-15,291.87,123.12,13.4,,31.48,100.06
2022-07-18,289.4,122.72,13.09,,30.59,100.07
2022-07-19,298.3,128.13,14.23,,33.3,100.08
2022-07-20,303.03,131.4,14.94,,34.91,100.08
2022-07-21,307.38,133.55,15.58,,36.37,100.09
2022-07-22,301.99,130.26,14.77,,34.92,100.11
2022-07-25,300.27,129.43,14.55,,34.26,100.11
2022-07-26,294.37,127.28,13.66,,32.53,100.1
2022-07-27,306.81,133.1,15.37,,36.72,100.12
2022-07-28,309.81,134.74,15.81,,38.4,100.12
2022-07-29,315.46,135.78,16.68,,40.1,100.1
2022-08-01,315.27,136.3,16.66,,39.9,100.03
2022-08-02,314.33,136.04,16.5,,39.06,100.04
2022-08-03,322.89,139.82,17.82,,42.14,100.05
2022-08-04,324.4,140.83,18.08,,42.68,100.06
2022-08-05,321.75,139.73,17.65,,42.39,100.06
2022-08-08,320.71,137.62,17.47,,41.31,100.06
2022-08-09,317.08,131.31,16.86,,40.05,100.08
2022-08-10,325.93,136.76,18.25,,43.29,100.07
2022-08-11,324.08,136.59,17.98,,42.74,100.09
2022-08-12,330.39,140.58,18.99,,45.33,100.1
2022-08-15,333.06,141.11,19.44,,46.15,100.1
2022-08-16,332.28,139.66,19.32,,45.81,100.11
2022-08-17,328.49,136.29,18.65,,44.86,100.12
2022-08-18,329.28,139.4,18.77,,45.48,100.13
2022-08-19,322.86,135.63,17.67,,42.99,100.13
2022-08-22,314.36,130.53,16.28,,39.41,100.17
2022-08-23,314.1,131.18,16.23,,39.07,100.14
2022-08-24,315.01,131.51,16.35,,39.15,100.16
2022-08-25,320.58,136.33,17.22,,41.09,100.18
2022-08-26,307.44,128.6,15.12,,35.85,100.18
2022-08-29,304.41,126.0,14.65,,34.42,100.19
2022-08-30,301.02,124.53,14.16,,33.3,100.19
2022-08-31,299.27,123.23,13.9,,32.33,100.2
2022-09-01,299.4,120.94,13.92,,31.86,100.06
2022-09-02,295.17,119.62,13.34,,30.61,100.06
2022-09-06,293.05,118.24,13.03,,29.98,100.07
2022-09-07,298.97,120.24,13.81,,31.4,100.09
2022-09-08,300.52,122.26,14.03,,31.72,100.11
2022-09-09,307.09,125.2,14.92,,33.61,100.1
2022-09-12,310.74,125.81,15.47,,35.18,100.1
2022-09-13,293.7,117.99,12.92,,29.59,100.13
2022-09-14,296.03,119.33,13.21,,29.96,100.12
2022-09-15,291.1,117.35,12.55,,27.81,100.15
2022-09-16,289.32,118.06,12.3,,27.36,100.15
2022-09-19,291.05,118.68,12.6,,28.03,100.16
2022-09-20,288.73,117.1,12.3,,27.52,100.18
2022-09-21,283.56,115.92,11.62,,26.21,100.19
2022-09-22,280.07,112.76,11.19,,25.4,100.2
2022-09-23,275.51,111.25,10.65,,24.41,100.22
2022-09-26,274.37,108.99,10.51,,23.87,100.22
2022-09-27,274.48,110.01,10.52,,23.99,100.23
2022-09-28,279.94,111.57,11.14,,24.7,100.23
2022-09-29,271.87,108.1,10.19,,22.78,100.26
2022-09-30,267.26,106.24,9.66,,21.48,100.27
2022-10-03,273.53,109.92,10.33,,23.41,100.12
2022-10-04,282.13,115.07,11.29,,25.74,100.13
2022-10-05,281.98,116.01,11.29,,26.05,100.13
2022-10-06,279.76,115.55,11.01,,25.4,100.16
2022-10-07,269.1,108.62,9.75,,22.19,100.17
2022-10-10,266.41,104.92,9.44,,21.12,100.17
2022-10-11,262.75,101.97,9.07,,20.14,100.18
2022-10-12,262.66,100.98,9.05,,19.95,100.16
2022-10-13,268.82,103.89,9.65,,21.76,100.19
2022-10-14,260.74,99.56,8.78,,19.95,100.21
2022-10-17,269.35,101.67,9.65,,21.73,100.2
2022-10-18,271.48,102.02,9.89,,22.28,100.22
2022-10-19,270.49,102.67,9.77,,22.1,100.22
2022-10-20,269.11,103.31,9.6,,22.1,100.24
2022-10-21,275.42,107.15,10.28,,23.9,100.26
2022-10-24,278.45,107.61,10.64,,24.86,100.27
2022-10-25,284.21,110.07,11.27,,26.29,100.26
2022-10-26,277.93,108.99,10.53,,24.52,100.26
2022-10-27,272.87,107.05,9.95,,23.71,100.31
2022-10-28,281.22,111.25,10.85,,26.74,100.31
2022-10-31,277.95,108.83,10.48,,25.72,100.31
2022-11-01,275.11,109.7,10.15,,25.05,100.08
2022-11-02,265.68,106.24,9.1,,22.45,100.1
2022-11-03,260.49,104.82,8.57,,20.46,100.14
2022-11-04,264.68,109.67,8.98,,21.54,100.15
2022-11-07,267.59,112.04,9.26,,22.63,100.16
2022-11-08,269.54,114.5,9.46,,23.24,100.17
2022-11-09,263.32,110.84,8.8,,21.46,100.2
2022-11-10,282.75,122.31,10.73,,26.81,100.21
2022-11-11,287.96,126.06,11.34,,28.1,100.22
2022-11-14,285.44,124.68,11.03,,27.36,100.22
2022-11-15,289.39,128.29,11.48,,28.31,100.22
2022-11-16,285.44,122.99,11.02,,27.15,100.21
2022-11-17,284.81,123.96,10.93,,27.25,100.26
2022-11-18,284.82,124.23,10.92,,27.37,100.26
2022-11-21,281.89,122.17,10.59,,26.46,100.28
2022-11-22,285.95,125.81,11.03,,27.98,100.31
2022-11-23,288.82,127.33,11.36,,28.71,100.33
2022-11-25,286.92,125.64,11.13,,28.21,100.34
2022-11-28,282.71,122.5,10.64,,26.37,100.36
2022-11-29,280.57,122.02,10.39,,25.61,100.36
2022-11-30,293.36,129.34,11.78,,29.43,100.37
2022-12-01,293.72,128.41,11.85,,29.55,100.13
2022-12-02,292.55,126.96,11.7,,29.03,100.14
2022-12-05,287.64,125.36,11.11,,27.57,100.17
2022-12-06,281.68,122.72,10.41,,25.79,100.19
2022-12-07,280.53,122.46,10.28,,25.4,100.18
2022-12-08,283.85,126.0,10.65,,26.61,100.23
2022-12-09,282.04,124.83,10.44,,26.08,100.23
2022-12-12,285.58,127.04,10.82,,27.78,100.25
2022-12-13,288.65,128.86,11.16,,28.75,100.26
2022-12-14,286.51,126.93,10.9,,28.05,100.26
2022-12-15,276.89,121.56,9.82,,24.92,99.97
2022-12-16,274.25,120.64,9.53,,23.9,99.98
2022-12-19,269.75,119.15,9.14,,22.93,99.98
2022-12-20,269.54,118.42,9.1,,22.96,100.0
2022-12-21,273.45,121.09,9.49,,24.11,100.0
2022-12-22,266.76,116.19,8.77,,22.3,100.06
2022-12-23,267.36,116.29,8.8,,22.34,100.06
2022-12-27,263.58,114.19,8.42,,21.69,100.09
2022-12-28,260.1,112.51,8.08,,20.63,100.1
2022-12-29,266.44,116.1,8.65,,22.2,100.14
2022-12-30,266.28,115.99,8.65,,22.1,100.14
2023-01-03,264.48,114.86,8.45,,21.48,100.16
2023-01-04,265.74,117.82,8.59,,21.65,100.15
2023-01-05,261.58,115.83,8.18,,20.37,100.19
2023-01-06,268.8,121.22,8.82,,22.12,100.21
